date,site,parameter,index_value,description,health_advisory,health_effects
1/21/2016,Harrison Township,NO2,28,Good,,
1/21/2016,North Braddock,SO2,3,Good,,
1/21/2016,North Braddock,PM10B,28,Good,,
1/21/2016,Lincoln,PM10,15,Good,,
1/21/2016,Liberty 2,PM25(2),50,Good,,
1/21/2016,Parkway East,PM25T,73,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
1/21/2016,Lawrenceville 2,SO2,5,Good,,
1/21/2016,South Fayette,SO2,4,Good,,
1/22/2016,Parkway East,CO,7,Good,,
1/22/2016,Glassport High Street,PM10,12,Good,,
1/22/2016,Lawrenceville,PM25B,60,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
1/22/2016,Avalon,SO2,9,Good,,
1/22/2016,Liberty,SO2,4,Good,,
1/22/2016,Lawrenceville 2,CO,7,Good,,
1/22/2016,Lawrenceville,OZONE,31,Good,,
1/22/2016,Liberty 2,PM10,13,Good,,
1/22/2016,Harrison Township,NO2,26,Good,,
1/22/2016,Lincoln,PM25,39,Good,,
1/22/2016,North Braddock,SO2,4,Good,,
1/22/2016,Flag Plaza,PM10,22,Good,,
1/22/2016,North Braddock,PM10B,31,Good,,
1/22/2016,Liberty 2,PM25(2),38,Good,,
1/22/2016,Parkway East,PM25T,53,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
1/22/2016,Lawrenceville 2,SO2,9,Good,,
1/22/2016,South Fayette,SO2,6,Good,,
1/22/2016,Flag Plaza,CO,0,Good,,
1/22/2016,Parkway East,NO2,23,Good,,
1/22/2016,Lincoln,PM10,17,Good,,
1/23/2016,Flag Plaza,CO,0,Good,,
1/23/2016,Parkway East,PM25T,13,Good,,
1/23/2016,Avalon,SO2,1,Good,,
1/23/2016,Liberty,SO2,1,Good,,
1/23/2016,Harrison Township,NO2,9,Good,,
1/23/2016,Lincoln,PM25,15,Good,,
1/23/2016,North Braddock,SO2,1,Good,,
1/23/2016,Flag Plaza,PM10,15,Good,,
1/23/2016,Lawrenceville 2,CO,2,Good,,
1/23/2016,Liberty 2,PM10,8,Good,,
1/23/2016,Parkway East,CO,4,Good,,
1/23/2016,Lawrenceville,OZONE,31,Good,,
1/23/2016,Glassport High Street,PM10,6,Good,,
1/23/2016,Parkway East,NO2,18,Good,,
1/23/2016,Lincoln,PM10,9,Good,,
1/23/2016,Liberty 2,PM25(2),20,Good,,
1/23/2016,North Braddock,PM10B,24,Good,,
1/23/2016,Lawrenceville,PM25B,14,Good,,
1/23/2016,Lawrenceville 2,SO2,1,Good,,
1/23/2016,South Fayette,SO2,1,Good,,
1/24/2016,Parkway East,CO,9,Good,,
1/24/2016,Lawrenceville,OZONE,23,Good,,
1/24/2016,Glassport High Street,PM10,15,Good,,
1/24/2016,Lawrenceville,PM25B,56,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
1/24/2016,Lawrenceville 2,CO,6,Good,,
1/24/2016,Liberty 2,PM10,37,Good,,
1/24/2016,Avalon,SO2,6,Good,,
1/24/2016,Lincoln,PM10,19,Good,,
1/24/2016,Liberty,SO2,47,Good,,
1/24/2016,Flag Plaza,CO,0,Good,,
1/24/2016,Liberty 2,PM25(2),103,Unhealthy for Sensitive Groups,"People with heart or lung disease, older adults, and children should reduce prolonged or heavy exertion.","Increasing likelihood of respiratory symptoms in sensitive individuals, aggravation of heart or lung disease and premature mortality in people with cardiopulmonary disease and older adults."
1/24/2016,Parkway East,PM25T,62,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
1/24/2016,Harrison Township,NO2,31,Good,,
1/24/2016,Parkway East,NO2,33,Good,,
1/24/2016,North Braddock,SO2,39,Good,,
1/24/2016,South Fayette,SO2,6,Good,,
1/24/2016,Flag Plaza,PM10,9,Good,,
1/24/2016,North Braddock,PM10B,36,Good,,
1/24/2016,Lincoln,PM25,61,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
1/24/2016,Lawrenceville 2,SO2,7,Good,,
1/25/2016,Lawrenceville 2,CO,14,Good,,
1/25/2016,Parkway East,NO2,31,Good,,
1/25/2016,Lawrenceville,OZONE,27,Good,,
1/25/2016,Liberty 2,PM10,55,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
1/25/2016,Glassport High Street,PM10,42,Good,,
1/25/2016,Lincoln,PM10,60,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
1/25/2016,Flag Plaza,PM10,19,Good,,
1/25/2016,Parkway East,CO,15,Good,,
1/25/2016,Lawrenceville,PM25B,68,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
1/25/2016,Avalon,SO2,4,Good,,
1/25/2016,Liberty,SO2,60,Moderate,,
1/25/2016,South Fayette,SO2,3,Good,,
1/25/2016,Harrison Township,NO2,28,Good,,
1/25/2016,Liberty 2,PM25(2),124,Unhealthy for Sensitive Groups,"People with heart or lung disease, older adults, and children should reduce prolonged or heavy exertion.","Increasing likelihood of respiratory symptoms in sensitive individuals, aggravation of heart or lung disease and premature mortality in people with cardiopulmonary disease and older adults."
1/25/2016,North Braddock,SO2,23,Good,,
1/25/2016,Flag Plaza,CO,0,Good,,
1/25/2016,Parkway East,PM25T,61,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
1/25/2016,Lawrenceville 2,SO2,10,Good,,
1/25/2016,North Braddock,PM10B,48,Good,,
1/25/2016,Lincoln,PM25,119,Unhealthy for Sensitive Groups,"People with heart or lung disease, older adults, and children should reduce prolonged or heavy exertion.","Increasing likelihood of respiratory symptoms in sensitive individuals, aggravation of heart or lung disease and premature mortality in people with cardiopulmonary disease and older adults."
1/26/2016,Lawrenceville 2,CO,5,Good,,
1/26/2016,Lawrenceville,OZONE,29,Good,,
1/26/2016,Liberty 2,PM10,49,Good,,
1/26/2016,Lincoln,PM25,46,Good,,
1/26/2016,Parkway East,PM25T,48,Good,,
1/26/2016,Parkway East,CO,7,Good,,
1/26/2016,Harrison Township,OZONE,25,Good,,
1/26/2016,Flag Plaza,PM10,19,Good,,
1/26/2016,Avalon,SO2,3,Good,,
1/26/2016,North Braddock,SO2,34,Good,,
1/26/2016,North Braddock,PM10B,43,Good,,
1/26/2016,Liberty 2,PM25(2),55,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
1/26/2016,Glassport High Street,PM10,38,Good,,
1/26/2016,South Fayette,SO2,1,Good,,
1/26/2016,Flag Plaza,CO,0,Good,,
1/26/2016,Lawrenceville 2,SO2,3,Good,,
1/26/2016,Harrison Township,NO2,14,Good,,
1/26/2016,Parkway East,NO2,23,Good,,
1/26/2016,Lincoln,PM10,57,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
1/26/2016,Liberty,SO2,31,Good,,
1/26/2016,Lawrenceville,PM25B,38,Good,,
1/27/2016,Harrison Township,NO2,23,Good,,
1/27/2016,Lincoln,PM25,26,Good,,
1/27/2016,Liberty 2,PM25(2),41,Good,,
1/27/2016,North Braddock,SO2,6,Good,,
1/27/2016,North Braddock,PM10B,19,Good,,
1/27/2016,Parkway East,PM25T,34,Good,,
1/27/2016,Liberty,SO2,14,Good,,
1/27/2016,South Fayette,SO2,1,Good,,
1/27/2016,Parkway East,CO,6,Good,,
1/27/2016,Harrison Township,OZONE,24,Good,,
1/27/2016,Flag Plaza,PM10,11,Good,,
1/27/2016,Avalon,SO2,4,Good,,
1/27/2016,Lawrenceville,OZONE,21,Good,,
1/27/2016,Glassport High Street,PM10,6,Good,,
1/27/2016,Lawrenceville,PM25B,36,Good,,
1/27/2016,Lawrenceville 2,CO,4,Good,,
1/27/2016,Parkway East,NO2,25,Good,,
1/27/2016,Liberty 2,PM10,14,Good,,
1/27/2016,Lincoln,PM10,14,Good,,
1/27/2016,Flag Plaza,CO,0,Good,,
1/27/2016,Lawrenceville 2,SO2,4,Good,,
1/28/2016,Parkway East,CO,12,Good,,
1/28/2016,Harrison Township,OZONE,28,Good,,
1/28/2016,Flag Plaza,PM10,12,Good,,
1/28/2016,Lincoln,PM25,48,Good,,
1/28/2016,Avalon,SO2,1,Good,,
1/28/2016,Lawrenceville 2,CO,4,Good,,
1/28/2016,Liberty 2,PM10,19,Good,,
1/28/2016,Lincoln,PM10,17,Good,,
1/28/2016,South Fayette,SO2,1,Good,,
1/28/2016,Liberty,SO2,16,Good,,
1/28/2016,Lawrenceville,PM25B,33,Good,,
1/28/2016,Flag Plaza,CO,0,Good,,
1/28/2016,Lawrenceville 2,SO2,2,Good,,
1/28/2016,North Braddock,SO2,19,Good,,
1/28/2016,Harrison Township,NO2,23,Good,,
1/28/2016,Parkway East,NO2,27,Good,,
1/28/2016,Parkway East,PM25T,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
1/28/2016,Lawrenceville,OZONE,25,Good,,
1/28/2016,Glassport High Street,PM10,12,Good,,
1/28/2016,North Braddock,PM10B,31,Good,,
1/28/2016,Liberty 2,PM25(2),53,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
1/29/2016,Lincoln,PM10,19,Good,,
1/29/2016,Lawrenceville 2,CO,3,Good,,
1/29/2016,Lawrenceville,OZONE,24,Good,,
1/29/2016,Liberty 2,PM10,15,Good,,
1/29/2016,Lawrenceville,PM25B,40,Good,,
1/29/2016,Parkway East,CO,7,Good,,
1/29/2016,Avalon,SO2,4,Good,,
1/29/2016,Harrison Township,OZONE,27,Good,,
1/29/2016,Flag Plaza,PM10,13,Good,,
1/29/2016,Lincoln,PM25,30,Good,,
1/29/2016,North Braddock,PM10B,29,Good,,
1/29/2016,Parkway East,PM25T,28,Good,,
1/29/2016,Liberty 2,PM25(2),40,Good,,
1/29/2016,Lawrenceville 2,SO2,4,Good,,
1/29/2016,South Fayette,SO2,1,Good,,
1/29/2016,Flag Plaza,CO,0,Good,,
1/29/2016,Glassport High Street,PM10,9,Good,,
1/29/2016,Liberty,SO2,13,Good,,
1/29/2016,Harrison Township,NO2,26,Good,,
1/29/2016,Parkway East,NO2,28,Good,,
1/29/2016,North Braddock,SO2,3,Good,,
1/30/2016,Liberty 2,PM25(2),66,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
1/30/2016,Flag Plaza,PM10,15,Good,,
1/30/2016,Lincoln,PM10,18,Good,,
1/30/2016,North Braddock,SO2,47,Good,,
1/30/2016,South Fayette,SO2,0,Good,,
1/30/2016,Parkway East,CO,12,Good,,
1/30/2016,Glassport High Street,PM10,16,Good,,
1/30/2016,Lawrenceville 2,CO,5,Good,,
1/30/2016,Lawrenceville,OZONE,29,Good,,
1/30/2016,Liberty 2,PM10,23,Good,,
1/30/2016,North Braddock,PM10B,36,Good,,
1/30/2016,Harrison Township,NO2,24,Good,,
1/30/2016,Parkway East,NO2,27,Good,,
1/30/2016,Lincoln,PM25,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
1/30/2016,Parkway East,PM25T,55,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
1/30/2016,Lawrenceville 2,SO2,2,Good,,
1/30/2016,Lawrenceville,PM25B,46,Good,,
1/30/2016,Flag Plaza,CO,0,Good,,
1/30/2016,Harrison Township,OZONE,32,Good,,
1/30/2016,Avalon,SO2,1,Good,,
1/30/2016,Liberty,SO2,34,Good,,
1/31/2016,Flag Plaza,PM10,17,Good,,
1/31/2016,North Braddock,PM10B,38,Good,,
1/31/2016,Lincoln,PM25,64,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
1/31/2016,Lawrenceville 2,SO2,2,Good,,
1/31/2016,South Fayette,SO2,1,Good,,
1/31/2016,North Braddock,SO2,50,Good,,
1/31/2016,Parkway East,CO,6,Good,,
1/31/2016,Harrison Township,OZONE,41,Good,,
1/31/2016,Avalon,SO2,1,Good,,
1/31/2016,Liberty,SO2,44,Good,,
1/31/2016,Lincoln,PM10,30,Good,,
1/31/2016,Liberty 2,PM25(2),82,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
1/31/2016,Lawrenceville 2,CO,6,Good,,
1/31/2016,Liberty 2,PM10,32,Good,,
1/31/2016,Lawrenceville,PM25B,38,Good,,
1/31/2016,Flag Plaza,CO,0,Good,,
1/31/2016,Lawrenceville,OZONE,41,Good,,
1/31/2016,Glassport High Street,PM10,13,Good,,
1/31/2016,Parkway East,PM25T,45,Good,,
1/31/2016,Harrison Township,NO2,28,Good,,
1/31/2016,Parkway East,NO2,26,Good,,
2/1/2016,Lincoln,PM10,28,Good,,
2/1/2016,South Fayette,SO2,1,Good,,
2/1/2016,Flag Plaza,PM10,15,Good,,
2/1/2016,North Braddock,PM10B,36,Good,,
2/1/2016,Flag Plaza,CO,0,Good,,
2/1/2016,Harrison Township,OZONE,28,Good,,
2/1/2016,Lincoln,PM25,44,Good,,
2/1/2016,Lawrenceville,PM25B,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2/1/2016,Parkway East,PM25T,47,Good,,
2/1/2016,Avalon,SO2,1,Good,,
2/1/2016,North Braddock,SO2,20,Good,,
2/1/2016,Liberty 2,PM25(2),36,Good,,
2/1/2016,Harrison Township,NO2,24,Good,,
2/1/2016,Parkway East,NO2,23,Good,,
2/1/2016,Liberty,SO2,27,Good,,
2/1/2016,Lawrenceville 2,SO2,2,Good,,
2/1/2016,Lawrenceville 2,CO,4,Good,,
2/1/2016,Liberty 2,PM10,31,Good,,
2/1/2016,Parkway East,CO,11,Good,,
2/1/2016,Lawrenceville,OZONE,30,Good,,
2/1/2016,Glassport High Street,PM10,9,Good,,
2/2/2016,Lawrenceville,PM25B,44,Good,,
2/2/2016,Flag Plaza,CO,0,Good,,
2/2/2016,Avalon,SO2,1,Good,,
2/2/2016,Harrison Township,OZONE,35,Good,,
2/2/2016,Lincoln,PM10,26,Good,,
2/2/2016,South Fayette,SO2,3,Good,,
2/2/2016,Parkway East,CO,10,Good,,
2/2/2016,Liberty 2,PM25(2),32,Good,,
2/2/2016,Lawrenceville 2,SO2,2,Good,,
2/2/2016,Flag Plaza,PM10,19,Good,,
2/2/2016,North Braddock,PM10B,21,Good,,
2/2/2016,Lincoln,PM25,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2/2/2016,Lawrenceville 2,CO,6,Good,,
2/2/2016,Harrison Township,NO2,21,Good,,
2/2/2016,Parkway East,NO2,27,Good,,
2/2/2016,Lawrenceville,OZONE,28,Good,,
2/2/2016,Liberty 2,PM10,9,Good,,
2/2/2016,Parkway East,PM25T,33,Good,,
2/2/2016,North Braddock,SO2,4,Good,,
2/2/2016,Glassport High Street,PM10,10,Good,,
2/2/2016,Liberty,SO2,1,Good,,
2/3/2016,Lincoln,PM10,17,Good,,
2/3/2016,South Fayette,SO2,0,Good,,
2/3/2016,North Braddock,PM10B,19,Good,,
2/3/2016,Lawrenceville,PM25B,31,Good,,
2/3/2016,Lawrenceville 2,CO,4,Good,,
2/3/2016,Parkway East,NO2,14,Good,,
2/3/2016,Lawrenceville,OZONE,31,Good,,
2/3/2016,Liberty 2,PM10,8,Good,,
2/3/2016,Parkway East,CO,3,Good,,
2/3/2016,Glassport High Street,PM10,9,Good,,
2/3/2016,Liberty,SO2,7,Good,,
2/3/2016,Flag Plaza,CO,0,Good,,
2/3/2016,Harrison Township,OZONE,32,Good,,
2/3/2016,Flag Plaza,PM10,16,Good,,
2/3/2016,Liberty 2,PM25(2),29,Good,,
2/3/2016,Avalon,SO2,1,Good,,
2/3/2016,Lawrenceville 2,SO2,2,Good,,
2/3/2016,Harrison Township,NO2,15,Good,,
2/3/2016,Lincoln,PM25,39,Good,,
2/3/2016,Parkway East,PM25T,28,Good,,
2/3/2016,North Braddock,SO2,3,Good,,
2/4/2016,Parkway East,CO,7,Good,,
2/4/2016,Flag Plaza,PM10,9,Good,,
2/4/2016,Liberty 2,PM25(2),21,Good,,
2/4/2016,Lawrenceville 2,SO2,5,Good,,
2/4/2016,North Braddock,PM10B,17,Good,,
2/4/2016,South Fayette,SO2,1,Good,,
2/4/2016,Lincoln,PM10,15,Good,,
2/4/2016,Lincoln,PM25,25,Good,,
2/4/2016,Flag Plaza,CO,0,Good,,
2/4/2016,Harrison Township,OZONE,25,Good,,
2/4/2016,Avalon,SO2,4,Good,,
2/4/2016,Lawrenceville,PM25B,28,Good,,
2/4/2016,Lawrenceville 2,CO,3,Good,,
2/4/2016,Harrison Township,NO2,7,Good,,
2/4/2016,Parkway East,NO2,18,Good,,
2/4/2016,Liberty 2,PM10,5,Good,,
2/4/2016,North Braddock,SO2,1,Good,,
2/4/2016,Lawrenceville,OZONE,24,Good,,
2/4/2016,Glassport High Street,PM10,6,Good,,
2/4/2016,Parkway East,PM25T,29,Good,,
2/4/2016,Liberty,SO2,1,Good,,
2/5/2016,North Braddock,PM10B,19,Good,,
2/5/2016,Lawrenceville,PM25B,38,Good,,
2/5/2016,Harrison Township,NO2,28,Good,,
2/5/2016,Liberty 2,PM25(2),40,Good,,
2/5/2016,North Braddock,SO2,13,Good,,
2/5/2016,South Fayette,SO2,3,Good,,
2/5/2016,Flag Plaza,CO,0,Good,,
2/5/2016,Harrison Township,OZONE,30,Good,,
2/5/2016,Flag Plaza,PM10,12,Good,,
2/5/2016,Lincoln,PM25,32,Good,,
2/5/2016,Avalon,SO2,4,Good,,
2/5/2016,Lawrenceville 2,SO2,4,Good,,
2/5/2016,Lawrenceville,OZONE,27,Good,,
2/5/2016,Glassport High Street,PM10,8,Good,,
2/5/2016,Parkway East,PM25T,39,Good,,
2/5/2016,Liberty,SO2,29,Good,,
2/5/2016,Parkway East,CO,9,Good,,
2/5/2016,Lawrenceville 2,CO,5,Good,,
2/5/2016,Parkway East,NO2,29,Good,,
2/5/2016,Liberty 2,PM10,11,Good,,
2/5/2016,Lincoln,PM10,10,Good,,
2/6/2016,Flag Plaza,CO,0,Good,,
2/6/2016,Avalon,SO2,3,Good,,
2/6/2016,Liberty,SO2,55,Moderate,,
2/6/2016,Harrison Township,NO2,29,Good,,
2/6/2016,Harrison Township,OZONE,35,Good,,
2/6/2016,North Braddock,SO2,17,Good,,
2/6/2016,North Braddock,PM10B,30,Good,,
2/6/2016,Lawrenceville,PM25B,41,Good,,
2/6/2016,Lincoln,PM10,19,Good,,
2/6/2016,Parkway East,PM25T,53,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
